label	evaluation
1	不时gmail里头会有陌生人误发的email，可能是敲错了地址。今天邮箱里发现一个不认识的家住美国圣地亚哥的父亲摆乌龙，发给我他的女儿的婚礼邀请。若是将错就错是不是也能当一回 "Wedding Crasher"? [哈哈]  好吧，不管怎样，祝福这对般配的新人(Sherry & Patrick) 吧！
1	一起瓜！[耶]//@于洲:右边算你狠[哈哈][哈哈]//@童华安: 回复@韩骏:[哈哈][哈哈][哈哈] //@韩骏:回复@童华安:[哈哈][哈哈]欢迎瓜分。 //@韩骏:[哈哈]万里长征才是开始，我会继续努力！
1	刚加完班的人表示好馋阿[馋嘴]@人间六月天 下次去试试这个[哈哈]
1	第三条GJ哈哈 //@阿呆民:哈哈哈哈哈第三条！//@一叶舟渡: 参考第3条[哈哈] //@哈里路亚918:不用那么复杂，只要看最后艾特了那几个人，比如薛、袁、李、任……那没错，这就是谣言 //@一叶舟渡: //@赵艳霞_大学之道: 分辨网络谣言
1	发现一张滑雪的靓照，臭美一下[可爱] @快疯的乐子
1	#?祖美食#终于吃了如雷贯耳久闻大名的厚味居老北京炙子烤肉，激动啊！肉多汁、葱茜香、调味佳，旋风式干掉一盘牛肉一盘羊肉一盘芥兰，灌上一大瓶儿燕京，爽！过瘾！过爽瘾！点评有人说服务差劲，我看是因人而异：大姐非常照顾我点什么如何烤，与刘老师傅也言谈甚欢！呵呵，看看您的遭遇如何！[嘻嘻]
1	#昆仑饭店易舍鲁菜餐厅# 秋葵又名羊角豆、咖啡黄葵、毛茄已成为人们所热追的高档营养保健蔬菜 - 益肝 健脾 和胃 原产于非洲 在非洲很多国家已成为运动员专用蔬菜 九月开始 来易舍餐厅便可品尝到[鼓掌]
1	刚才新闻联播看到了，笑死了！[哈哈]还有一个，新郎抱着新娘从车里出来，记者傻呵呵的问人家，你幸福吗？[哈哈]
1	你的新鞋？[哈哈]
1	@艾晓霏 你每年都过青年节，名副其实的青年人。哇咔咔[鼓掌]一早再次祝我家福妞儿生快[爱你]
1	[哈哈]真是太敬业了！！
1	忍的了寂寞，才能看的近芳华[可爱]
1	推荐@老街兔 [给力]@老街兔掌门 [bm可爱]//@老街兔: 老街兔盐帮菜，麻辣兔头、素三样、大麻鱼、仔姜蛙、酸汤肥牛。。。各种正宗自贡盐帮菜，一吃难忘~[嘻嘻] 就在东城区东直门外新中街甲1号(东方银座东侧)
1	回复 @克力果:哈哈！那我觉得吧，你肯定是看上那位老大爷了... [偷笑][嘻嘻][哈哈] //@克力果:回复@高翔_Mark:好了哥，别报了。再报这等姿色的也不能看上我，哈哈哈。惊着我的不是这人，是这人跑这成绩。[做鬼脸] //@高翔_Mark:小伙纸不错，单身的姑良们看过来哈！[偷笑]
1	上午好！//@八仙成吉: //@亲娃姑娘:[给力][xkl转圈]//@lap-tina: [太开心]好朋友上午好！[礼物]
1	阴雨绵绵的天气终于过去，今天的阳光好灿烂[嘻嘻]和Leo老师一起度过的充实快乐的时光里，我们又学会了很多，喝着自己的espresso，满心都是幸福[抱抱]亲爱的2013447的同学们，我们一起不懈努力[耶]
1	潘朵拉的盒子被打?了，宜臻夫?的??浮上?面，宜臻也跟湘琪面?面了，越?越好看。喜? @real天心 笑起?酒?好漂亮～看到幕後花絮?得演??演技真是太好了（?是剪接的功??!）???互?，笑?就像?咒，?完?了啦[哈哈]//@real天心: 就是明天了。。。
1	可喜可贺！[鼓掌]
1	终于收到@Lens 复刊第一期了，太不容易l[围观]@ShawnLi 谢谢了[鼓掌][鼓掌]
1	花样还是少了一些~回头我生完了不怕造口业的时候编一个~//@nimo家的金小夕：收藏//@你别再跑了：[嘻嘻] //@行走苦难人生:[吃惊] [赞] //@刘小喵_苗淼：呃。。。 //@QueenaQin: 。。。。。 //@拉布拉多拉很多： //@家有seven大懒狗：被气急了…… //@雨莹ra7nbow：好创意阿。就是骂得还是斯文了点。
1	花中真君子，风姿寄高雅。至少我有这样的感受，家人对女儿的期许已经实现喽[爱你]！
1	内地麦当劳要出小黄人啦![鼓掌]@点子总动员
1	网帖《中国互联网十大约炮圣地》[?]：豆瓣Top1；新浪微勃；世纪佳缘；微信；美空；劲舞团；陌陌；QQ；百度贴吧；知乎[围观]不只服务男性狼友、也有唯一“女性视角”约炮网站知乎，嗜才华男的女狼友福利！不过围脖肿么约的？叔落伍了，看来没V就是没前途啊[哈哈]@孤岛森林@有狐焉
1	//@濮童:诸援所显唯自心，性体本离戏论边，不著能取所取相，心不作意佛子行。[合十] //@舞莫停:咋说的那么好呢？是三天影响了我们还是我们影响了三天？[太开心]
1	[偷笑][哈哈] //@武艺: 哈哈..小时候的自己..话说这些日记在小学写的算很不错的了!!! [阴险] 所以请大家关注明天晚上的快乐大本营!!! 明晚电视里见!!! [酷]
1	感谢您的支持! 欢迎常来哈!![太开心]
0	随便你吧 他就是改不掉看妹的习惯 你哭就哭吧 反正他下次找你的时候你还是会心软 活该你难过。
0	我不知道我是不是前世欠谁的（没爱过谁，单身到现在）到现在都没有走出来。对有些人有些好感，但不愿意接受
0	可我还是接受不了看着他去爱别人 看着他成为别人的 接受不了我拿五年青春换来一场空
0	原来失恋是这么痛苦 我们在一起都快一年了 你不是说你是真的喜欢我爱我的吗那你干嘛舍得离开放下我啊[多多大哭][多多大哭]
0	无用的我也只能在现听歌里评论说说心声 我真的好难过想你想到到极致 好想再抱抱你 跟你一起聊天吃饭逛街看电影只要跟你在一起做什么都有意义 我真的好想你啊ljr你知道吗
0	晚上睡不着连抖音都知道你的心情 刷着刷着就哭了 没有人想离开有的话那就是蓄谋已久
0	我知道我删了还会想办法去偷窥他的生活。所以我想又不敢
0	这么久了，也该放下了，我也该开始我的生活了，成年人的世界就要为自己的行为选择买单，以后的日子里，就不会打扰，实在抱歉我的不理智打扰了你
0	他才不会在意你为他变成一个什么样的人 他只知道 现在陪在他身边的那个女孩子他很喜欢 而你 是他提都不想提的人。
0	你以为我不知道回不到从前嘛 我还不是自欺欺人的去找你 可是我错了 是真的只有我自己还在爱吧 我不再打扰你了
0	我只知道当我发现我被删的那一刻心痛的要死快要疯了，于是我拼了命的大声哭了
0	不知道，這個半年，我還能把他奪回來嗎。我，真的錯了，我还是放不下，求你了，不要離開我，好不好。
0	那时候等你回消息 ,太困了就开大提示音死撑 ,后来睡着了梦见你回消息下意识就醒了,那个时候我真的好喜欢你.
0	是呀！明明都明白可是还是会犯错，不是你没有记住这个犯错的点只是你见到这个人的时候你就会犯错，错到不应该喜欢他，错到当时不应该离他那么近
0	追了三个月啦，她还是一样冷漠，除夕那天，她突然跟我说，她有女朋友啦……
0	我都明白，可还是三天两包烟，没想到第一次就上瘾了，你知道的，我说的不是烟
0	他说不喜欢了转身就走丝毫不留恋.可我还在原地挣扎难受.
0	可在我满眼都是你的时候你却不信，现在过了那股劲，只觉得满是遗憾
0	先删的人难过吧 因为被删的人或许没有发现自己被删 或许不在意 不关心 或许被删后无所谓 依旧把先删的人放在通讯里 最后先删的人 又偷偷加了被删的人 …
0	从初中那会儿开始喜欢你，也就十三四岁吧，到今天，2021年了，七八年还是忘不了，对不起，我再等等，等到十年，我也该忘了，对不起
0	我什么都明白 但是我就是不死心 我就是不到黄河不死心 我就是要你彻底地告诉我你有喜欢的人不是我 我才罢休
0	“我想念了A很久 中途遇见了B 我很喜欢B 因此我放下了A 现在B走了 可我没有在想B 依旧满脑子都是A.”喜欢了那么多年的人 我该拿什么去忘
0	我明明已经失望透顶 决定再也不理你了 可你一回信息我就又瞬间原谅你了甚至觉得自己做错了你说我有多爱你……你说我身材不好 长得不好成绩不好声音不好所以甚至一句无意的评价 都能让我抬不起头。哈哈哈哈哈哈哈哈哈哈…………我很期待你给我发消息。那你始终没有，所以我选择不打扰你那我们换一下好不
0	“我想念了A很久 中途遇见了B 我很喜欢B 因此我放下了A 现在B走了 可我没有在想B 依旧满脑子都是A.”喜欢了那么多年的人 我该拿什么去忘
0	如果可以 我要他穷困潦倒 爱而不得 桃花无数 却无人真心对他 我要他夜夜想起我的好
0	报应什么的应该会遭吧。我要是和他在一起再和他没走下去，他会更加难受的。
0	心疼我的过去，厌倦我的现在，担心我的未来，有那么一瞬间什么都不想要了，包括我的命
0	明天就开学了我不知道怎么办我数学一塌糊涂物理化学听不懂物理刚有点起色就换老师了英语也是往下掉政治历史早读根本不想背篮球不会打跳绳跳不多我真的不知道该怎么办了我害怕我不想开学我怕我考不上我觉得老师也没怎么对我抱有希望吧也就我哥我哥还觉得我能考上我们那儿最好的高中.
0	我其实连正确的时间都不知道是什么时候，他说可以等，我又很怕后来也会辜负他，所以什么时候我才可以大胆爱我也不知道。我也不知道。
0	好遗憾，你在我不懂事的年纪出现包容我爱我疼我，把我当女儿一样宠养着，可我却不懂，却一直在消耗你对我的热情，然后一点一点把你推开！后来再遇到那些后者才发现他们无法跟你相提并论！！！
0	没有人能明明白白，清清楚楚的描述，爱情到底是什么模样，又应该是什么模样…
0	今天也是我们分手后的第27天 这段时间确实也是挺难熬挺痛苦的 可能还会持续很久吧 你知道吗从最先开始期待的你还能回到我的身边到只要能远远的看着你就好了再到只要能知道你的近况就好到现在只期待你能好好的就行了 我真的很努力的想把你挽回到我身边
0	渐渐的我才明白一个人的力量是有多么的渺小 在这段感情上面是有多么的无可奈何 其实也不能怪你 只怪我没有在对的时间遇到你 这段时间以来我也一直在与时间抗争 关于你 我也不法删除清空 我选择把你深埋心底 其实我特别不想跟你说这些 我知道我说了就意味着什么 我会非常非常难过 以后的每一天我依然会
0	我不明白，我们明明关系很好呀，可是经历过那件事后，他就没再主动找我聊过天了，我现在居然不太敢打扰他了，我是怎么了啊？想想还真是可笑.
0	重新认识一个人真的很麻烦，相识相知的过程太长，慢慢放弃接触，后来发现自己身边已经没有几个可联系的朋友，再去想扩大交际又发现产生一种病态名叫社交恐惧，就这样，陌生的城市一个人过着独居的生活。
0	先删的人难受，毕竟失望多了攒成了无望，当然，也没有了后悔的退路…
0	19岁爱上的人你让我拿什么去忘 分手的时候我没有掉眼泪 现在却哭了 我真的以为我放下了
0	其实那时我也没想通 这段感情你怎么说放下就放下了 直到我遇见下个人 我才明白 只要有人陪我也不知道我爱谁 谁陪在我身边 我就喜欢谁
0	亲爱的周游 我今天受了一点委屈 我突然想起以前受得委屈两三天都想不通但现在两个小时就好啦 我知道你也会觉得我很棒是吗
0	入了心的人，怎能说忘就忘。动了情的人，怎能说放就放，那种爱而不舍的痛，也许此生。最难度的劫
0	有时候没有那么多外界因素，很多时候不爱了就是不爱了，世界上唯一不变的就是变化，有的人明明以前那么爱另一个人，说不爱就不爱了
0	我永远 恨着 那些 说要好好爱我 抚平我的伤痛 然后狠狠丢下我的人
0	你不用冷暴力逼我，不用立深情牌坊，你想离开的话我并不会去挽留你，答应你和你在一起放弃了所有，也早就料到了这个结果，没意外，我都明白
0	似乎都是男孩先爱，女方才爱对方，接着沦陷，再后来男孩不爱了，女方开始卑微，这就是女生的通病，最后满盘皆输
0	一声巨响，我被吓醒了。外面闪电雷声、下雨了。[泪][泪][泪]
0	“人中豪杰，替补鬼雄”[怒]
0	可怜的猫猫[泪]
0	[膜拜了]五仁儿月饼，韭菜馅儿月饼算个鸟啊！腐乳月饼，敢问是王致和牌儿的么[衰]酱豆腐还是臭豆腐[互相膜拜]关于奇葩月饼，哪种馅儿你最不能接受？
0	我想喝酒[抓狂][抓狂][抓狂]
0	这不是逼着童鞋们换三星吗。[哈哈] //@活着活着就明白了:[哈哈][哈哈][哈哈] 忒狠啦，这TM是乔布斯的遗言吗？！//@勤劳的工作狂:靠！必须nano-SIM卡？！[晕][晕]
0	哪?是你？？好可?~~~~//@Mia牙牙：错鸟 是20年 loli 变阿姨鸟[伤心] [伤心] //@欢乐小妞杨不会：翻看照片，才知道拍于91年，到现在刚刚好10年整。感慨一下~//@Mia牙牙：[可爱] [可爱] [可爱] [鼓掌]
0	睡不够[泪][泪][泪]
0	我的个神呢，外面天黑的，雷声轰轰，一场暴雨即将袭来，怕怕，南京的雨总是这样让人讨厌，上下班高峰期下雨。[抓狂][闭嘴][鄙视]
0	帮帮这个孩子 //@常杨Mr_Cy:// @带刀的少年 ://  @齐宏st  ：//  @safin1106  :[泪] [泪] //   @?兆?   ：[泪][泪][泪] //   @骆达华   : //   @赵雅晴happy   :[泪] //    @随风飘落的叶子    ：//    @并州李震江    ：//
0	南洋理工啥时候在90后嘴巴里成了：南三环洋桥理工大学呀[抓狂][抓狂][抓狂]
0	晚上终于有零下三十度的感觉了！一大帮人此时在哈尔滨街头轧马路[晕][晕][晕][晕]
0	稍微看了一下,开始满认真的,越看越觉得可能更适合已婚人士阅读吧~~~~唉,放在一边,以后需要再看咯.....
0	上面的星级打错了，至少应该给予四星,以表示对好书的鼓励!
0	上面大大的字写着：随书赠送精美签名海报的啊？？？怎么只收到书没有了海报啊》》？？？？？还我海报啦！！！
0	上当受骗了！一拿到手才知道不是胡兰成的原著！还那么贵！可恶！为了不破坏我的感觉！我决定不看了！准备哪天找个家伙卖了它！害的我又重新买了两本胡的书 怎么说不要破坏感觉 果然 文采斐然 不忍放手不过为什么总是木有山河岁月这本书 缺货缺货 无可奈何！
0	内容和见地一般，说教太多，很失望。
0	内容还算过的去，不过以文采来说，就一般。说的只是一些大道理不过还是给人些启示的。不过这本书更适合有理想的女孩
0	内容还是贴近商务环境对与职场入门还是有必要的
0	内容还行，但是书的味道有些熏人，孩子怎么看
0	内容丰富，很适合亲子共读，彩图贴切生动，我和儿子读了一遍，儿子就记住了里面精彩的故事了
0	内容单薄，没啥意思。对于没有什么文化水平的人看看是有帮助的，但是如果你是有一定的专业的人就没啥意思了。空洞，乏味，不用半天全书看完。
0	内容比较空洞，况且这只能是娱乐，不能在英语方面帮助我们.
0	男友在报纸上看到这本书的介绍,吹得都上天了,于是乎请我帮他买一本.当当送会非常快,三天就收到了,我一看.我就是垃圾书嘛.现在买书得也开始妙作了,还让不让人活了!我看呢,还是去什么食疗网看看比这书强多了!
0	男的搞婚外情，女的红杏出墙。什么玩意 看了上部的一半就看不下去了，作者想通过这么书表达什么不管，但这种书很容易就传达一种对婚姻不忠的态度，让世人以为这是正常的事情，晕倒。什么和什么嘛。批判强烈批判！这种书也能流行，唉 这时代价值取向真有问题啊。
0	耐着性子看完，不知道作者想表过什么，内容离我们的生活似乎太远了点。
0	耐着好大的性子才把这本书看完。虽然文笔确实不错，但是很为张爱玲不值。
0	那本英文单词的书还可以，其它3本不好。
0	拿了很多别人的哲理小故事来介绍论语，实在无聊
0	拿到以后绝对没有什么特别吸引我的地方，所以至今还没有看。。。。
0	拿到书以后，让我有点失望。内容一般，文字一般
0	拿到书随便翻了下,发现书从154页下一页一下子跳到186页而且字都是倒着的....然后从186页倒着又到155页....后面才正常,,,...看着好不方便...影响心情
0	拿到手后看了几篇,感觉与预期的有点距离
0	慕名买一本来看，看后大失所望。这种作品也就是一小资女自我感觉良好的显摆，却有那么多人热捧，其粉丝水平也就可想而知了。非常后悔买这本书，还我钱来!NND.
0	慕名买的这本书，看完了发现并不像大家说得那么好，而且上面写的东西都不适用，作者的废话太多，没什么实质性内容，很怀疑当当排行榜的真实性，每个人的情况都不相同，但是作者却列举了很多个例来写，并不适合所有的人看！一定不会买第二部第三部来看了！
0	明显是跟 别笑，我是英文单词书的  内容很一般  感觉像拼凑出来的书  买了之后再看当当上的评论  感觉很多是书托不喜欢，不喜欢这种过于明显的跟风书   如果跟的话  拜托也用点心好的呀
0	明明说有货，结果送货又没有了。并且也不告诉我，怎么评啊
0	明明缺货却不显示，没货了也不通知一声，收货时才知道没有这个！当当就喜欢骗人！
0	明明买了6本书，只到了3本，也没有说是什么原因，以后怎么信的过？？？？？？？？？？？
0	名字起的很好,彩图不错,内容很一般,字也少的可怜....不是很喜欢
0	名不符实，内容很苍白，想不通为什么能在美国那么畅销。
0	每一本都是这样的，简直象是盗版书，如果是正规出版印刷，这样的封面质量怎么出得了门？！儿子才6个月，里面怎么样还没有看，以后看了再评论这套书的“内涵”吧。。。。真是的，拿出来把我吓一跳
0	每个小鸡的动作和神态都不一样，很可爱，喜欢画画的儿子非常喜欢书的插图。文字很幽默，我们一家三口同看，笑得合不拢嘴
0	每个人的看法可能都有所不同，也许还在围墙外的我没有用心去看者本书吧，也是听朋友介绍跟风买的，满新欢喜的拿到后一读觉得没有什么意思。情侣或夫妻两个人每家都有每家的故事与特点，我觉得只要用心就好了。。。。
0	媒体炒作得太厉害了，平时没有时间看电视，慕名买了书，恭恭敬敬地拜读，却发现其实一般般。
0	没有中文字幕，而且也没有中英双语。更气愤的是，有3张是米老鼠！！
0	没有预期的好。看过之后觉得更加不信任国内的所谓心理师。千万不能轻易去咨询。
0	没有有价值的技巧和方法。。。网上随便查查信息都比书上的全。
0	没有音标,这一点已经将其他所有优点都淹没了
0	没有宣传的好，介绍的并不详细。可操作性不强。好象还是吹的成分多一些。
0	没有象某些人所吹捧的那样好!内容怪怪的!
0	没有想像中那么好看,很平淡,让人没有耐心看完
0	没有想像中的好，也没有介绍的那么让人感兴趣．
0	真羡慕那些一来就找到了天长地久的人的女孩子 
0	我想知道你是从什么时候开始不再爱我，可惜没有机会再见面了 
0	改不掉一生气就不说话，一委屈就掉眼泪的毛病，我也不想这样，好像无时无刻都被巨大的悲伤包围 
0	自己问自己答一些如果。你隔多久会招惹新的我 
0	没有人会突然不爱你 只是你突然发现了而已 
0	我的深情没有好结果 
0	最害怕的就是得到过就再也得不到了 
0	我才二十多岁，没遇到喜欢的人很正常，往后我应该会发现，大概是遇不到了。 
0	邹云鹏你混蛋，这次你真的再也找不到我了…… 
0	认真想清楚到底喜欢谁吧，不要变成对彼此的伤害 
1	这就是薛之谦！ 
0	我想回到2020年10月24日，那样我就可以不在遇见她了.我就不会跟她要联系方式，就不会心动. 
1	不是每首歌都讲爱情，他的歌围绕着这3个话题:  遗憾的爱情，畸形的社会，逝去的青春 
0	你们说 如果在还没确定关系之前 也没有发生过什么轰轰烈烈的事情之前 突然喜欢上了另外一个人怎么办 
1	如果你刷到我 愿你嫁给爱情 
1	没人能听得懂老薛的歌. 
1	后来呢？蓝胖纸有没有对七喜伸出圆手[哈哈]
1	@小?  [嘻嘻]
1	鸡屎藤，从小吃到大[哈哈]
1	//@迷途小老虎_yiyi: 全有呢，太幸福了！[哈哈]
1	只要你把好的方案提交过来，我们肯定帮你把活动搞起来啊//@岩小岩: 这个活动好！不过我有能力举办，但是我需要赞助，怎么办？[嘻嘻]@桥北的主儿Jimmy @随意960 @燕兹
1	倒数第三就是第一个啊，我也喜欢“过”，嘿嘿嘿[太开心]//@辛小鸡:倒数第三个老子也喜欢！//@Picara: 正数第5个&倒数第三个~//@绒绒超级无敌: @moi三叶草 @Picara 你们喜欢哪种？我选外国的内个型。
1	在雪地里走走感觉真不错，神清气爽，有点儿弥补了昨晚熬夜的副作用了！那谁，告诉我的小半站地，我的天，还真是不小啊。[嘻嘻]
1	这里可没我。//@应宁相声演员:说相声的、播相声的都是一家人！！[鼓掌][鼓掌]
1	《三联生活周刊》应该出本京范儿[嘻嘻]
1	MontBlanc，低调的奢华，赞[爱你]
1	[哈哈]嚓！果然是我！霸特哥们把自己嫁出去了，如此总结一下，哥们是多么的牛逼蒋老师是多么的包容啊！！//@曾焱冰: @大冷要冷静 眼前就是您 //@赵赵: 特别像你 ！@刘阿伦 你喜欢伐？//@祁木兰: 特别像伊娜 @屈天鹏: 特别转给最近要变成娇娇猫的@祁木兰
1	这种福利，一定要多些！！//@京津新城凯悦酒店: 祝好运啊，第一次大奖将于今天揭晓咯[让红包飞] //@乔zLJ:[爱你]
1	可喜欢他小时候的可爱样子啦，太可爱可爱了……[可爱]
1	嗳哟，新手机[偷笑] //@小忻大爱: 我想谈恋爱//@Eric周?:挺温馨 //@Winny妖妖:真傻[爱你]
1	好地方，好摄影[鼓掌][good]
1	回复@valaleslie:也是一景，语言的力量，谁知道上面写的内容究竟是什么么。 //@valaleslie:[可爱]的双语警示
1	真真好味道！[赞]//@kittyfunny:@时间博物馆  千里空中运回给你的正是这家的金牌拿破仑，吃完记得给好评噢[哈哈][哈哈][哈哈]
1	[哈哈][吃惊] //@博斐秀禾_偏威津:介一笸箩爆米花得吃到哪辈子去？
1	这是受了多少委屈~~~说起“整”导演~~越说越开心[哈哈][哈哈][哈哈][嘻嘻][嘻嘻][嘻嘻]
1	[话筒]//@择手段快餐慢饮: 饭菜棒滴食材来自我们滴@心安农场 [嘻嘻]
1	//@靳羽东: [哈哈]//@万律李靖: 后面跟了一串上厕所的 //@靳羽东: 现在坐高铁,很少听到了,反而开始怀念起来,那些年做绿皮火车的岁月.......[可爱]
1	回复 @verinita:后来就是小胖怒了[哈哈] //@verinita:回复@美女也爱说相声主旋:你们太伤人了。
1	神清气爽的一天，放个红钢开始干活。身边老是有双迷恋崇拜我的星星眼盯着我好分神啊[哈哈]
1	#早安 me语#[叶子]晨光中，灿烂的阳光，在这一刻绽放，化为那淡淡的忧愁与无尽的沉思，因为，今天周五了[嘻嘻]~早[叶子][叶子][叶子]
1	【欣。茶】速速回来，买到这个。顺带再来抹茶面包当早餐～很少吃冰棍，真不知道八喜有这个。好开心啊，想吃茶的时候就他啦[太开心]@周围around @文艺卷儿 享受中。。超好次。。[馋嘴][馋嘴]
1	#简朴柬埔寨#在暹粒看了三天大石头，从小圈大圈到外圈，感受到了来之前朋友们所说的审美疲劳。但不虚此行，我一直认为这种窟类的建筑每一年都不一样，看一年少一年，还是很值得的[可爱] 我在这里:http://t.cn/z8Au0eJ
1	寻找最美的风景，画卷上的婺源。 //@简白: 太美了！！！[鼓掌]//@唐绣儿游记: 婺源，哟，这片儿，太清秀了也~~
1	我叫孙小野，我有王先生。咱俩快一周年了哇。//@文章同?: 我叫文章我有马伊?！小妞儿，纪念日快乐！哟?吼?[爱你]在美国过纪念日还是蛮嗲的！
1	当真？//@中国合同能源管理://@人权监察员: //@身-尘心空: [鼓掌]贪贪情同手足[鼓掌]//@张明文CBD: 本朝记事//@身-尘心空:义气//@马召宏: //@戴政:没到服刑时间啊？减刑了？
1	[鼓掌][赞] //@来点情调儿:希望我的狗狗长大也能这么勇敢
1	也太低了吧.[嘻嘻]
1	[爱你] //@黄土谣biangbiang面: 黄土谣可以提供技术支持[给力][围观][威武] //@视觉传达东玛: [围观][给力][威武]积极响应
1	以前出门，米娃都会面带微笑小手挥舞时常还给你一个媚眼儿，让你心醉。但今天，几次离开她都身体前倾面露不舍，若再磨蹭几秒便准备拉开架势哭一鼻子啦。宝宝长大啦，一晃之间，好多的曾经都已经开始叫我留恋啦，俗话说：幼苗不愁长啊！感慨感慨[爱你][亲亲][亲亲]
1	发个MV直接第一？！ 
1	下次恋爱一定要从收到一束玫瑰和正式的告白开始 
0	感受不到爱意，又不能全身而退。 
0	已经不再相信任何人了，包括我自己 
0	明知道我爱你，可你就是不要我了 
0	他说过会一直爱我一直陪我他没做到[大哭] 
0	一时兴起是我对你不该的愧疚，见色起意是我对你最大的侮辱，患得患失是对我最好的惩罚，执迷不悟不过是我自作自受罢了 
0	曾被全校的人疯传，现却少了她 
1	他每首歌都讲爱情吗。。 
1	告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！抱了要留下消息哟，我要抱回来[多多调皮] 
0	不知不觉 我们都变了 好像弄丢了从前的自己 现在的我 变的不善言辞 学会了沉默 学会了懒得去解释 学会了默默治愈 更喜欢独来独往…… 
1	MV里所有字少掉的一笔，刚好凑成一个“爱”字 
1	默默的喜欢，总比说了做不了朋友好。 
0	散伙是人间常态，谁都不是例外 
1	一生不长，只争朝夕 
1	回暖的温度，不及见你时情绪的热度 
0	最傻的事我还问过他有没有爱过 
1	原谅你了，我爱你啊 
0	你一定很累了才会对我视而不见 
0	我试过好说歹说都不再有效果 
1	你会遇到更好的，因为你值得拥有更好的 
0	都说爱情非黑即白，你却让我迷失。。。终究   是我爱得过了
0	忘了，你并不爱我 
0	生活挺难，一边要准备中考一边又被你左右情绪，而且我也是真的不明白，一个人，怎么能在两个月的时间里就变成这样了，明明之前不是这样的啊，明明之前对我很好的啊，明明之前从来不会用看不起的眼神看我的啊… 
0	她爱我 她真的会爱我吗 还是逢场作戏 无关爱情 无关友情. 
1	我 希 望 2029 年 还 是王 彦 力 
0	恋爱要从正式的告白开始 而不是稀里糊涂因为新鲜感在一起 最后又莫名其妙的分开 . 
0	你总是和别的女生搞暧昧，我和其他男生玩的好都不行，凭什么啊，我也是人啊 
0	后来再也没有我们了 
0	要是当初没有同意，还会是这样的结果吗。 
0	好吧我承认，我长得不好看，身材不好，性格不讨喜，脾气特别差，但我也是女孩子啊，难过的时候也会掉眼泪啊，为什么因为我的身材就否定我的一切，我知道长得好看真的很重要，但我也没那么差啊，为什么要那样说我。 
1	我们都在长大，都在变好，过去就应该被埋在土里，而不是长出来绊住我们的脚 
0	这也不是新歌啊 
0	他自己的版权所有，都是自己的……那你还有什么拒绝的？ 
1	我还喜欢你，你呢 
0	没有人突然不爱你 ，只是他不需要你 了 
0	“你喜欢我是不是因为我身上有她的影子” 
1	现在是2021.22.05 我们在 一起听这首歌 不知道你会不会点开评论 又能不能看到我   我真的 真的 超想和你有以后 
0	爱是软弱，我不爱你了 
0	每次听到这首歌都想哭。静静，小雨，晗晗，玉儿，丽丽，玲玲，珍珍，小雪，慧惠，欣怡，若儿，薇薇，晴儿，兰兰，彤彤，丹丹，妮妮，妞妞，萌萌，梦梦，晓涵，琪琪，思思，羽羽你们都还好吗 
0	我听这首歌听哭了
0	“他不是我的树，我也不会是他的花。” 
1	“两个人相互辉映，光芒胜过夜晚繁星” 
0	我目前喜欢上了小八岁的人。但他有属于他的前女友 
0	以后没结果的事少做，不追问不揭穿你的冷漠… 
1	还是那么喜欢听薛之谦的歌吗 
1	大概三年了吧，你知道吗，我还喜欢你 
0	眼泪流下来 真的是疼的 
1	一定要去一次谦谦的演唱会 
0	可是，终究还是没能抵挡过现实的残酷. 
0	其实星星一直都在，只是我们看不到 
0	建议不要吧..很久后想起..会觉得自己很傻的 
1	人生有四喜“金榜题名”“洞房花烛夜”“久旱逢甘霖”“他乡遇故知”。你来人间一趟，总会遇到一喜的 
1	抱抱，加油呀好好生活呢 
1	谁能想到一个00后喜欢这歌呢 
1	一发新歌评论都是破10w 
1	爱意随风起风止意难平 落日也好晨曦也罢 晚风起时 我在想你 希望你每天开心 更希望你每天开心的是我因为我 晚安。 
1	所以把你归还于人海茫茫。太爱你了薛之谦！！！ 
0	再爱就不礼貌了，只想在他心里是那个可爱听话的女孩子，不想是那种为了爱胡搅蛮缠的疯子，不想让他烦我 
1	“继续暗恋” 要去见你，要不留遗憾。 
0	现在还记得，患得患失 患失患得 实际上我从来没有拥有过 
0	他没错 他只是不爱我 
0	没有我期待中的好看，或许喜欢看小说的人可以尝试看一下。
0	没有特别实质的内容,很泛泛,如果再深入生活一点就好了
0	没有太多的衍生，感觉一般，没什么特别的感觉
0	没有他们说的那么好，根本就提不起我的兴致
0	没有塑料包装，也没有同事说的送记单词本，感觉有人用过，不爽
0	没有什么新意，给刚出校门的人看看还可以。
0	没有什么太大的感觉，读了一半就放下了
0	没有什么内容的一本书，也没有什么特别的观点。无非是简单的故事拼凑，加上几句空洞的说教，无趣得紧。如果非要买，建议16岁以下的可以尝试看看。16岁以上的，就免了吧，里面讲的，我们应该都已经经历和体会了。如果还没有经历和体会的，那么相信我，看这本书也不能改变你什么的。本书最精华的部分是陈雅琳写的序，倒是真实得多。“请忠于自己所认定的幸福感”，是这本书给我留下印象的唯一一句话。
0	没有什么感觉，不太实用，买了几个月了还没有看完，实在无聊才翻看
0	没有深度。更关键的是单词根本记不住。很是怀疑排行榜的真实性
0	没有期待的那么好看．觉得炒作更多点。
